3000	663	50	300	4	25	86	33791	1	0	39	39	1	1.39	0.03	0.26	0
3000	145	60	300	4	25	86	408609	1	0	33	33	1	8.77	0.56	2.05	0
3000	179	60	300	4	25	86	158274	1	0	32	32	1	4.52	0.31	3.02	0
3000	343	60	300	4	25	86	75467	1	0	48	48	1	3.05	0.12	0.51	0
3000	388	60	300	4	25	86	145495	1	0	34	34	1	3.47	0.29	2.99	0
3000	464	60	300	4	25	86	65621	1	0	41	41	1	2.47	0.12	0.69	0
3000	501	60	300	4	25	86	132348	1	0	41	41	1	3.78	0.18	0.86	0
3000	610	60	300	4	25	86	81937	1	0	42	42	1	2.76	0.1	0.56	0
3000	622	60	300	4	25	86	244534	1	0	29	29	1	6.73	0.38	1.09	0
3000	624	60	300	4	25	86	296882	1	0	28	28	1	8.37	0.6	2.5	0
3000	654	60	300	4	25	86	52313	1	0	36	36	1	1.32	0.11	0.4	0
3000	723	60	300	4	25	86	31837	1	0	44	44	1	0.84	0.03	0.25	0
3000	739	60	300	4	25	86	317333	1	0	39	39	1	15.13	0.49	0.94	0
3000	187	70	300	4	25	86	403054	1	0	35	35	1	19.83	0.83	3.51	0
3000	760	70	300	4	25	86	3737854	1	0	29	29	1	116.83	21.75	70.24	0
3000	765	70	300	4	25	86	503662	1	0	34	34	1	14.89	2.52	7.75	0
