4000	50	40	300	4	25	27	5	1	1	7	7	1	0.19	0.04	0.17	0
4000	163	40	300	4	25	41	5	1	1	14.5	15	0.966667	0.23	0.04	0.18	0
4000	390	40	300	4	25	32	5	0	0	12	12	1	0.15	0.02	0	0
4000	558	40	300	4	25	28	5	0	0	9	9	1	0.06	0.01	0	0
4000	611	40	300	4	25	27	5	1	0	8	8	1	0.1	0.02	0.11	0
4000	670	40	300	4	25	32	5	0	0	9	9	1	0.37	0.02	0	0
4000	680	40	300	4	25	37	5	1	0	11	11	1	0.37	0.06	0.29	0
4000	8	50	300	4	25	37	5	1	0	12	12	1	0.28	0.03	0.21	0
4000	13	50	300	4	25	41	5	1	1	13	13	1	0.28	0.02	0.17	0
4000	17	50	300	4	25	41	5	1	0	15	15	1	0.17	0.01	0.12	0
4000	18	50	300	4	25	38	5	1	0	13	13	1	0.16	0.02	0.14	0
4000	23	50	300	4	25	41	5	1	0	14	14	1	0.47	0.05	0.24	0
4000	25	50	300	4	25	47	5	0	0	16	16	1	0.4	0.03	0	0
4000	29	50	300	4	25	29	5	1	0	7	7	1	0.15	0.03	0.13	0
4000	30	50	300	4	25	40	5	1	0	13	13	1	0.16	0.04	0.19	0
4000	39	50	300	4	25	42	5	0	0	15	15	1	0.33	0.05	0	0
4000	45	50	300	4	25	36	5	1	0	10	10	1	0.31	0.06	0.33	0
4000	60	50	300	4	25	36	5	1	0	10	10	1	0.23	0.05	0.26	0
4000	64	50	300	4	25	54	5	1	0	26	26	1	1.47	0.12	0.69	0
4000	66	50	300	4	25	39	5	0	0	14	14	1	0.4	0.04	0	0
4000	79	50	300	4	25	31	5	1	0	11	11	1	0.33	0.05	0.22	0
4000	81	50	300	4	25	39	5	0	0	15	15	1	0.15	0.02	0	0
4000	84	50	300	4	25	44	5	1	0	17	17	1	0.22	0.02	0.14	0
4000	85	50	300	4	25	32	5	1	0	11	11	1	0.27	0.02	0.15	0
4000	87	50	300	4	25	25	5	0	0	6	6	1	0.09	0.01	0	0
4000	88	50	300	4	25	39	5	0	0	13	13	1	0.31	0.03	0	0
4000	96	50	300	4	25	39	5	1	0	13	13	1	0.2	0.01	0.12	0
4000	102	50	300	4	25	32	5	1	0	11	11	1	0.14	0.02	0.17	0
4000	105	50	300	4	25	34	5	0	0	12	12	1	0.28	0.03	0	0
4000	107	50	300	4	25	32	5	1	0	12	12	1	0.15	0.01	0.12	0
4000	109	50	300	4	25	37	5	1	0	15	15	1	0.43	0.03	0.18	0
4000	118	50	300	4	25	36	5	0	0	13	13	1	0.14	0.01	0	0
4000	119	50	300	4	25	47	5	1	0	19	19	1	0.54	0.06	0.32	0
4000	120	50	300	4	25	47	5	1	0	20	20	1	0.22	0.03	0.2	0
4000	132	50	300	4	25	35	5	0	0	15	15	1	0.15	0.01	0	0
4000	134	50	300	4	25	32	5	0	0	14	14	1	0.1	0.01	0	0
4000	140	50	300	4	25	40	5	1	1	13.5	14	0.964286	0.22	0.01	0.16	0
4000	142	50	300	4	25	39	5	1	0	15	15	1	0.53	0.04	0.28	0
4000	145	50	300	4	25	32	5	1	1	13	13	1	0.1	0.01	0.11	0
4000	147	50	300	4	25	37	5	1	0	10	10	1	0.66	0.09	7.14	0
4000	149	50	300	4	25	41	5	1	0	15	15	1	0.15	0.02	0.11	0
4000	153	50	300	4	25	26	5	0	0	7	7	1	0.08	0.01	0	0
4000	155	50	300	4	25	42	5	1	0	16	16	1	0.16	0.01	0.09	0
4000	156	50	300	4	25	36	5	0	0	15	15	1	0.08	0.02	0	0
4000	160	50	300	4	25	41	5	0	0	17	17	1	0.15	0.03	0	0
4000	161	50	300	4	25	37	5	0	0	11	11	1	0.25	0.02	0	0
4000	165	50	300	4	25	34	5	0	0	11	11	1	0.07	0.01	0	0
4000	167	50	300	4	25	35	5	1	0	11	11	1	0.35	0.05	1.08	0
