1000	10	1000	3	3
1000	20	1000	88	32
1000	30	178	51	18
1000	40	0	0	0
1000	50	0	0	0
1000	60	0	0	0
1000	70	0	0	0
1000	80	0	0	0
1000	90	0	0	0
1000	100	0	0	0
2000	10	977	2	2
2000	20	1000	72	28
2000	30	1000	202	62
2000	40	999	344	108
2000	50	733	439	141
2000	60	1	1	1
2000	70	0	0	0
2000	80	0	0	0
2000	90	0	0	0
2000	100	0	0	0
3000	10	814	0	0
3000	20	1000	31	17
3000	30	1000	127	37
3000	40	1000	272	95
3000	50	1000	518	176
3000	60	1000	801	292
3000	70	882	825	339
3000	80	0	0	0
3000	90	0	0	0
3000	100	0	0	0
4000	10	627	0	0
4000	20	985	23	14
4000	30	1000	72	26
4000	40	1000	176	43
4000	50	1000	343	96
4000	60	1000	638	201
4000	70	1000	879	353
4000	80	0	0	0
4000	90	0	0	0
4000	100	0	0	0
5000	10	460	1	1
5000	20	929	6	2
5000	30	999	55	17
5000	40	1000	138	38
5000	50	1000	213	53
5000	60	1000	436	122
5000	70	1000	737	240
5000	80	0	0	0
5000	90	0	0	0
5000	100	0	0	0
6000	10	358	0	0
6000	20	830	4	2
6000	30	988	28	5
6000	40	1000	76	15
6000	50	1000	153	34
6000	60	1000	278	70
6000	70	1000	474	139
6000	80	0	0	0
6000	90	0	0	0
6000	100	0	0	0
7000	10	271	0	0
7000	20	720	1	0
7000	30	958	13	7
7000	40	998	63	14
7000	50	1000	114	32
7000	60	1000	216	40
7000	70	1000	302	59
7000	80	0	0	0
7000	90	0	0	0
7000	100	0	0	0
8000	10	222	0	0
8000	20	618	2	1
8000	30	894	5	1
8000	40	985	32	9
8000	50	999	57	11
8000	60	1000	156	26
8000	70	1000	241	42
8000	80	386	149	10
8000	90	386	217	15
8000	100	950	764	28
9000	10	158	0	0
9000	20	524	0	0
9000	30	826	6	1
9000	40	962	15	5
9000	50	994	50	9
9000	60	998	95	23
9000	70	1000	153	21
9000	80	1000	258	21
9000	90	1000	377	23
9000	100	998	616	26
10000	10	125	0	0
10000	20	450	1	0
10000	30	761	1	0
10000	40	933	11	3
10000	50	983	36	5
10000	60	996	76	12
10000	70	1000	132	27
10000	80	1000	195	14
10000	90	1000	260	18
10000	100	1000	432	19
