9000	301	70	3	372	0	0	0.0	0.0	0.0	0.0	0.0	0
9000	301	70	3.2	168	0	0	0.0	0.0	0.0	0.0	0.0	0
9000	301	70	3.4	89	55635	0	47	47	2.07	0.08	0	1
9000	301	70	3.6	48	33289	1	23	23	0.55	0.02	0.17	1
9000	301	70	3.8	27	11120	0	12	12	0.08	0	0	1
9000	301	70	4	18	2015	0	8	8	0	0.01	0	1
9000	302	70	3	394	0	0	0.0	0.0	0.0	0.0	0.0	0
9000	302	70	3.2	159	0	0	0.0	0.0	0.0	0.0	0.0	0
9000	302	70	3.4	57	4307	0	32	32	0.08	0	0	1
9000	302	70	3.6	29	3167	0	13	13	0.03	0.01	0	1
9000	302	70	3.8	18	914	0	8	8	0.01	0	0	1
9000	302	70	4	7	79	0	2	2	0	0	0	1
9000	303	70	3	361	0	0	0.0	0.0	0.0	0.0	0.0	0
9000	303	70	3.2	142	0	0	0.0	0.0	0.0	0.0	0.0	0
9000	303	70	3.4	56	4768	0	33	33	0.11	0	0	1
9000	303	70	3.6	27	4377	0	13	13	0.05	0	0.02	1
9000	303	70	3.8	16	2907	0	5	5	0.02	0	0	1
9000	303	70	4	10	575	0	2	2	0	0	0	1
9000	304	70	3	354	0	0	0.0	0.0	0.0	0.0	0.0	0
9000	304	70	3.2	152	0	0	0.0	0.0	0.0	0.0	0.0	0
9000	304	70	3.4	68	8360	0	32	32	0.16	0.01	0	1
9000	304	70	3.6	32	4590	0	13	13	0.09	0.01	0	1
9000	304	70	3.8	17	1840	0	6	6	0.01	0	0	1
9000	304	70	4	7	95	0	2	2	0	0	0	1
9000	305	70	3	383	0	0	0.0	0.0	0.0	0.0	0.0	0
9000	305	70	3.2	147	0	0	0.0	0.0	0.0	0.0	0.0	0
9000	305	70	3.4	60	4907	1	23.6	24	0.08	0.01	0.04	1
9000	305	70	3.6	29	2304	0	12	12	0.01	0.01	0	1
9000	305	70	3.8	15	1004	0	4	4	0	0	0.01	1
9000	305	70	4	9	173	0	2	2	0	0	0	1
9000	306	70	3	400	0	0	0.0	0.0	0.0	0.0	0.0	0
9000	306	70	3.2	156	0	0	0.0	0.0	0.0	0.0	0.0	0
9000	306	70	3.4	77	15857	1	34.1429	35	0.42	0.04	0.23	1
9000	306	70	3.6	39	7051	0	13	13	0.1	0.01	0	1
9000	306	70	3.8	15	526	0	4	4	0	0	0	1
9000	306	70	4	6	63	0	1	1	0	0	0	1
9000	307	70	3	392	0	0	0.0	0.0	0.0	0.0	0.0	0
9000	307	70	3.2	159	0	0	0.0	0.0	0.0	0.0	0.0	0
9000	307	70	3.4	71	5908	0	37	37	0.19	0.01	0	1
9000	307	70	3.6	28	4258	0	9	9	0.04	0.01	0	1
9000	307	70	3.8	15	1482	0	4	4	0.01	0	0.01	1
9000	307	70	4	11	569	0	3	3	0	0	0	1
9000	308	70	3	388	0	0	0.0	0.0	0.0	0.0	0.0	0
9000	308	70	3.2	158	0	0	0.0	0.0	0.0	0.0	0.0	0
9000	308	70	3.4	72	12555	1	39.75	40	0.38	0.02	0.1	1
9000	308	70	3.6	29	11210	0	9	9	0.13	0.01	0.06	1
9000	308	70	3.8	19	4861	0	4	4	0.04	0.01	0	1
9000	308	70	4	11	640	0	3	3	0	0	0	1
9000	309	70	3	365	0	0	0.0	0.0	0.0	0.0	0.0	0
9000	309	70	3.2	159	0	0	0.0	0.0	0.0	0.0	0.0	0
9000	309	70	3.4	65	48052	0	33	33	0.93	0.06	0.97	1
9000	309	70	3.6	34	47065	1	11	11	0.61	0.06	0.32	1
9000	309	70	3.8	23	15141	1	5.25	6	0.15	0.02	0.14	1
9000	309	70	4	15	1668	0	5	5	0.01	0	0	1
9000	310	70	3	378	0	0	0.0	0.0	0.0	0.0	0.0	0
9000	310	70	3.2	133	0	0	0.0	0.0	0.0	0.0	0.0	0
9000	310	70	3.4	60	9711	1	29	29	0.22	0.01	0.05	1
9000	310	70	3.6	30	6907	0	9	9	0.05	0.01	0	1
9000	310	70	3.8	16	520	0	7	7	0	0	0	1
9000	310	70	4	6	19	0	3	3	0	0	0	1
9000	311	70	3	371	0	0	0.0	0.0	0.0	0.0	0.0	0
9000	311	70	3.2	155	0	0	0.0	0.0	0.0	0.0	0.0	0
9000	311	70	3.4	64	5815	1	35	35	0.09	0.01	0.02	1
9000	311	70	3.6	31	3497	0	9	9	0.02	0	0.26	1
9000	311	70	3.8	15	880	0	5	5	0	0	0	1
9000	311	70	4	8	191	0	2	2	0	0	0	1
9000	312	70	3	411	0	0	0.0	0.0	0.0	0.0	0.0	0
9000	312	70	3.2	172	0	0	0.0	0.0	0.0	0.0	0.0	0
9000	312	70	3.4	77	51629	0	37	37	1.42	0.08	0	1
9000	312	70	3.6	43	43086	0	19	19	0.86	0.04	0	1
9000	312	70	3.8	25	22615	0	8	8	0.32	0.02	0	1
9000	312	70	4	16	4091	0	5	5	0.02	0	0	1
9000	313	70	3	347	0	0	0.0	0.0	0.0	0.0	0.0	0
9000	313	70	3.2	144	0	0	0.0	0.0	0.0	0.0	0.0	0
9000	313	70	3.4	69	4234	0	39	39	0.06	0	0	1
9000	313	70	3.6	24	2092	0	11	11	0.02	0	0	1
9000	313	70	3.8	12	270	0	5	5	0	0	0	1
9000	313	70	4	5	23	0	2	2	0	0	0	1
9000	314	70	3	349	0	0	0.0	0.0	0.0	0.0	0.0	0
9000	314	70	3.2	159	0	0	0.0	0.0	0.0	0.0	0.0	0
9000	314	70	3.4	72	47901	1	24.8409	25	1.34	0.13	1.07	1
9000	314	70	3.6	41	28668	0	12	12	0.43	0.03	0.24	1
9000	314	70	3.8	19	3134	0	5	5	0.02	0.01	0	1
9000	314	70	4	7	47	0	3	3	0	0	0	1
9000	315	70	3	322	0	0	0.0	0.0	0.0	0.0	0.0	0
9000	315	70	3.2	138	0	0	0.0	0.0	0.0	0.0	0.0	0
9000	315	70	3.4	64	140633	0	20	20	4.63	0.24	0	1
9000	315	70	3.6	40	90230	1	10	10	1.28	0.1	0.54	1
9000	315	70	3.8	24	28876	0	6	6	0.21	0.03	0.22	1
9000	315	70	4	13	901	0	4	4	0	0	0	1
9000	316	70	3	385	0	0	0.0	0.0	0.0	0.0	0.0	0
9000	316	70	3.2	158	0	0	0.0	0.0	0.0	0.0	0.0	0
9000	316	70	3.4	75	11651	0	38	38	0.35	0.01	0	1
9000	316	70	3.6	35	6140	1	11.5	12	0.09	0.01	0.24	1
9000	316	70	3.8	13	429	0	5	5	0	0	0	1
9000	316	70	4	7	95	0	2	2	0	0	0	1
9000	317	70	3	459	0	0	0.0	0.0	0.0	0.0	0.0	0
9000	317	70	3.2	173	0	0	0.0	0.0	0.0	0.0	0.0	0
9000	317	70	3.4	75	10475	0	44	44	0.42	0.01	0.06	1
9000	317	70	3.6	30	12234	1	8.25	9	0.17	0.01	0.1	1
9000	317	70	3.8	18	5606	0	5	5	0.03	0.01	0.04	1
9000	317	70	4	13	1986	0	3	3	0.01	0	0	1
9000	318	70	3	371	0	0	0.0	0.0	0.0	0.0	0.0	0
9000	318	70	3.2	157	0	0	0.0	0.0	0.0	0.0	0.0	0
9000	318	70	3.4	74	7151	0	39	39	0.21	0	0	1
9000	318	70	3.6	33	2425	0	15	15	0.02	0	0	1
9000	318	70	3.8	14	650	0	5	5	0	0	0	1
9000	318	70	4	9	255	0	3	3	0	0	0	1
9000	319	70	3	349	0	0	0.0	0.0	0.0	0.0	0.0	0
9000	319	70	3.2	149	0	0	0.0	0.0	0.0	0.0	0.0	0
9000	319	70	3.4	61	5300	1	27.1667	28	0.15	0.01	0.04	1
9000	319	70	3.6	30	1918	0	10	10	0.04	0	0	1
9000	319	70	3.8	13	296	0	5	5	0	0	0	1
9000	319	70	4	6	19	0	4	4	0	0	0	1
9000	320	70	3	413	0	0	0.0	0.0	0.0	0.0	0.0	0
9000	320	70	3.2	165	0	0	0.0	0.0	0.0	0.0	0.0	0
9000	320	70	3.4	80	12864	0	42	42	0.29	0.02	0.09	1
9000	320	70	3.6	39	6999	0	14	14	0.09	0.01	0	1
9000	320	70	3.8	19	1731	0	8	8	0.02	0	0	1
9000	320	70	4	7	27	0	4	4	0	0	0	1
9000	321	70	3	392	0	0	0.0	0.0	0.0	0.0	0.0	0
9000	321	70	3.2	162	0	0	0.0	0.0	0.0	0.0	0.0	0
9000	321	70	3.4	76	31358	0	39	39	1.56	0.03	0.2	1
9000	321	70	3.6	42	26857	0	17	17	0.56	0.02	0	1
9000	321	70	3.8	22	8813	0	6	6	0.06	0.01	0	1
9000	321	70	4	10	311	0	3	3	0	0	0	1
9000	322	70	3	377	0	0	0.0	0.0	0.0	0.0	0.0	0
9000	322	70	3.2	173	0	0	0.0	0.0	0.0	0.0	0.0	0
9000	322	70	3.4	77	11597	0	37	37	0.27	0.01	0	1
9000	322	70	3.6	34	8452	0	10	10	0.08	0.01	0	1
9000	322	70	3.8	17	1709	0	6	6	0.01	0.01	0	1
9000	322	70	4	9	319	0	2	2	0	0	0	1
9000	323	70	3	460	0	0	0.0	0.0	0.0	0.0	0.0	0
9000	323	70	3.2	180	0	0	0.0	0.0	0.0	0.0	0.0	0
9000	323	70	3.4	76	13905	0	42	42	0.36	0.01	0	1
9000	323	70	3.6	36	6371	0	13	13	0.06	0.01	0	1
9000	323	70	3.8	19	1316	0	7	7	0	0.01	0	1
9000	323	70	4	11	401	0	3	3	0	0	0	1
9000	324	70	3	382	0	0	0.0	0.0	0.0	0.0	0.0	0
9000	324	70	3.2	143	0	0	0.0	0.0	0.0	0.0	0.0	0
9000	324	70	3.4	68	15102	0	35	35	0.49	0.01	0.08	1
9000	324	70	3.6	29	15048	1	8.5	9	0.11	0.02	0.13	1
9000	324	70	3.8	23	10306	1	6.2	7	0.08	0.01	0.08	1
9000	324	70	4	14	3331	0	3	3	0.01	0	0	1
