3000	225	30	300	4	25	41	763	2.88252	3	0	0	24	0.0416667	24	0.0416667	1	0.01	-2	0	0	0	0
3000	105	40	300	4	25	41	3619	3.55859	4	0	0	22	0.0454545	22	0.0454545	1	0.03	-1.52288	0	0	0	0
3000	175	40	300	4	25	41	2818	3.44994	4	0	0	24	0.0416667	24	0.0416667	1	0.01	-2	0.01	-2	0	0
3000	176	40	300	4	25	41	2240	3.35025	4	0	0	21	0.047619	21	0.047619	1	0.02	-1.69897	0	0	0	0
3000	206	40	300	4	25	41	2298	3.36135	4	0	0	20	0.05	20	0.05	1	0.02	-1.69897	0	0	0	0
3000	216	40	300	4	25	41	3242	3.51081	4	0	0	21	0.047619	21	0.047619	1	0.08	-1.09691	0	0	0	0
3000	237	40	300	4	25	41	943	2.97451	3	0	0	22	0.0454545	22	0.0454545	1	0.01	-2	0	0	0	0
3000	239	40	300	4	25	41	2859	3.45621	4	0	0	18	0.0555556	18	0.0555556	1	0.03	-1.52288	0	0	0	0
3000	293	40	300	4	25	41	12580	4.09968	5	0	0	18	0.0555556	18	0.0555556	1	0.1	-1	0.01	-2	0	0
3000	321	40	300	4	25	41	2822	3.45056	4	0	0	19	0.0526316	19	0.0526316	1	0.04	-1.39794	0.01	-2	0	0
3000	329	40	300	4	25	41	913	2.96047	3	0	0	21	0.047619	21	0.047619	1	0.01	-2	0	0	0	0
3000	361	40	300	4	25	41	3235	3.50987	4	0	0	20	0.05	20	0.05	1	0.04	-1.39794	0	0	0	0
3000	390	40	300	4	25	41	13358	4.12574	5	0	0	18	0.0555556	18	0.0555556	1	0.1	-1	0.01	-2	0	0
3000	437	40	300	4	25	41	3440	3.53656	4	0	0	18	0.0555556	18	0.0555556	1	0.06	-1.22185	0	0	0	0
3000	496	40	300	4	25	41	4381	3.64157	4	0	0	22	0.0454545	22	0.0454545	1	0.06	-1.22185	0	0	0	0
3000	519	40	300	4	25	41	1235	3.09167	4	0	0	19	0.0526316	19	0.0526316	1	0.02	-1.69897	0	0	0	0
3000	601	40	300	4	25	41	11293	4.05281	5	0	0	17	0.0588235	17	0.0588235	1	0.19	-0.721246	0.01	-2	0	0
3000	622	40	300	4	25	41	20147	4.30421	5	0	0	17	0.0588235	17	0.0588235	1	0.26	-0.585027	0.03	-1.52288	0	0
3000	649	40	300	4	25	41	7378	3.86794	4	0	0	15	0.0666667	15	0.0666667	1	0.09	-1.04576	0.02	-1.69897	0	0
3000	659	40	300	4	25	41	4050	3.60746	4	0	0	16	0.0625	16	0.0625	1	0.04	-1.39794	0	0	0	0
3000	664	40	300	4	25	41	4139	3.6169	4	0	0	21	0.047619	21	0.047619	1	0.06	-1.22185	0	0	0	0
3000	665	40	300	4	25	41	2097	3.3216	4	0	0	20	0.05	20	0.05	1	0.03	-1.52288	0	0	0	0
3000	684	40	300	4	25	41	5657	3.75259	4	0	0	18	0.0555556	18	0.0555556	1	0.08	-1.09691	0.01	-2	0	0
3000	755	40	300	4	25	41	11640	4.06595	5	0	0	16	0.0625	16	0.0625	1	0.13	-0.886057	0.01	-2	0	0
3000	759	40	300	4	25	41	738	2.86806	3	0	0	22	0.0454545	22	0.0454545	1	0.01	-2	0	0	0	0
3000	839	40	300	4	25	41	1763	3.24625	4	0	0	22	0.0454545	22	0.0454545	1	0.02	-1.69897	0	0	0	0
3000	844	40	300	4	25	41	3186	3.50325	4	0	0	22	0.0454545	22	0.0454545	1	0.05	-1.30103	0	0	0	0
3000	853	40	300	4	25	41	3513	3.54568	4	0	0	21	0.047619	21	0.047619	1	0.05	-1.30103	0	0	0	0
3000	854	40	300	4	25	41	1449	3.16107	4	0	0	24	0.0416667	24	0.0416667	1	0.02	-1.69897	0	0	0	0
3000	892	40	300	4	25	41	4429	3.64631	4	0	0	26	0.0384615	26	0.0384615	1	0.08	-1.09691	0.01	-2	0	0
3000	933	40	300	4	25	41	1540	3.18752	4	0	0	23	0.0434783	23	0.0434783	1	0.02	-1.69897	0	0	0	0
3000	935	40	300	4	25	41	1826	3.2615	4	0	0	19	0.0526316	19	0.0526316	1	0.04	-1.39794	0	0	0	0
3000	41	50	300	4	25	41	1837	3.26411	4	0	0	17	0.0588235	17	0.0588235	1	0.02	-1.69897	0	0	0	0
3000	115	50	300	4	25	41	4443	3.64768	4	0	0	21	0.047619	21	0.047619	1	0.09	-1.04576	0	0	0	0
3000	264	50	300	4	25	41	1602	3.20466	4	0	0	19	0.0526316	19	0.0526316	1	0.02	-1.69897	0	0	0	0
3000	266	50	300	4	25	41	10906	4.03767	5	0	0	16	0.0625	16	0.0625	1	0.23	-0.638272	0.01	-2	0	0
3000	336	50	300	4	25	41	5002	3.69914	4	0	0	18	0.0555556	18	0.0555556	1	0.08	-1.09691	0.01	-2	0	0
3000	347	50	300	4	25	41	13305	4.12401	5	0	0	20	0.05	20	0.05	1	0.36	-0.443697	0.01	-2	0	0
3000	581	50	300	4	25	41	18929	4.27713	5	0	0	15	0.0666667	15	0.0666667	1	0.37	-0.431798	0.02	-1.69897	0	0
3000	647	50	300	4	25	41	6287	3.79844	4	0	0	17	0.0588235	17	0.0588235	1	0.1	-1	0.01	-2	0	0
3000	731	50	300	4	25	41	5327	3.72648	4	0	0	18	0.0555556	18	0.0555556	1	0.07	-1.1549	0	0	0	0
3000	817	50	300	4	25	41	3247	3.51148	4	0	0	15	0.0666667	15	0.0666667	1	0.1	-1	0.02	-1.69897	0	0
3000	895	50	300	4	25	41	13040	4.11528	5	0	0	14	0.0714286	14	0.0714286	1	0.16	-0.79588	0.01	-2	0	0
