3000	1	30	300	4	25	10	66	0	0	5	5	1	0	0	0	0	
3000	2	30	300	4	25	20	202	0	0	10	10	1	0	0	0	0	
3000	3	30	300	4	25	19	482	1	0	8	8	1	0	0	0.01	0	
3000	4	30	300	4	25	20	294	0	0	10	10	1	0	0	0	0	
3000	5	30	300	4	25	17	64	0	0	12	12	1	0	0	0	0	
3000	6	30	300	4	25	25	306	0	0	16	16	1	0	0	0	0	
3000	7	30	300	4	25	14	65	0	0	8	8	1	0	0	0	0	
3000	8	30	300	4	25	14	75	0	0	7	7	1	0	0	0	0	
3000	9	30	300	4	25	19	231	0	0	10	10	1	0	0	0	0	
3000	10	30	300	4	25	15	199	0	0	7	7	1	0	0	0	0	
3000	11	30	300	4	25	15	58	0	0	9	9	1	0	0	0	0	
3000	12	30	300	4	25	20	203	0	0	10	10	1	0	0	0	0	
3000	13	30	300	4	25	28	1098	0	0	13	13	1	0.01	0	0	0	
3000	14	30	300	4	25	17	216	0	0	6	6	1	0	0	0	0	
3000	15	30	300	4	25	21	208	0	0	11	11	1	0	0	0	0	
3000	16	30	300	4	25	13	103	0	0	6	6	1	0	0	0	0	
3000	17	30	300	4	25	19	123	0	0	12	12	1	0	0	0	0	
3000	18	30	300	4	25	15	271	0	0	6	6	1	0	0	0	0	
3000	19	30	300	4	25	15	88	0	0	10	10	1	0	0	0	0	
3000	20	30	300	4	25	14	105	0	0	8	8	1	0	0	0	0	
3000	21	30	300	4	25	10	70	1	0	4	4	1	0	0	0	0	
3000	22	30	300	4	25	22	364	0	0	14	14	1	0	0	0	0	
3000	23	30	300	4	25	21	862	1	1	8	8	1	0	0	0.02	0	
3000	24	30	300	4	25	13	65	0	0	8	8	1	0	0	0	0	
3000	25	30	300	4	25	24	835	0	0	13	13	1	0.01	0	0	0	
3000	26	30	300	4	25	15	74	0	0	10	10	1	0	0	0	0	
3000	27	30	300	4	25	37	443	0	0	28	28	1	0	0	0	0	
3000	28	30	300	4	25	19	286	0	0	9	9	1	0	0	0	0	
3000	29	30	300	4	25	18	147	0	0	9	9	1	0	0	0	0	
3000	30	30	300	4	25	22	1407	0	0	10	10	1	0.01	0	0	0	
3000	31	30	300	4	25	18	89	0	0	11	11	1	0	0	0	0	
