10000	5	20	300	4	25	4	8	0	0	2	2	1	0	0	0	0	
10000	8	20	300	4	25	2	2	0	0	2	2	1	0	0	0	0	
10000	9	20	300	4	25	1	1	0	0	1	1	1	0	0	0	0	
10000	11	20	300	4	25	1	1	0	0	1	1	1	0	0	0	0	
10000	13	20	300	4	25	1	1	0	0	1	1	1	0	0	0	0	
10000	18	20	300	4	25	1	1	0	0	1	1	1	0	0	0	0	
10000	22	20	300	4	25	3	5	0	0	2	2	1	0	0	0	0	
10000	23	20	300	4	25	6	26	0	0	2	2	1	0	0	0	0	
10000	27	20	300	4	25	3	3	0	0	3	3	1	0	0	0	0	
10000	34	20	300	4	25	1	1	0	0	1	1	1	0	0	0	0	
10000	38	20	300	4	25	2	2	0	0	2	2	1	0	0	0	0	
10000	45	20	300	4	25	2	2	0	0	2	2	1	0	0	0	0	
10000	48	20	300	4	25	1	1	0	0	1	1	1	0	0	0	0	
10000	50	20	300	4	25	2	3	0	0	1	1	1	0	0	0	0	
10000	54	20	300	4	25	3	5	0	0	2	2	1	0	0	0	0	
10000	55	20	300	4	25	2	2	0	0	2	2	1	0	0	0	0	
10000	57	20	300	4	25	1	1	0	0	1	1	1	0	0	0	0	
10000	62	20	300	4	25	2	2	0	0	2	2	1	0	0	0	0	
10000	63	20	300	4	25	1	1	0	0	1	1	1	0	0	0	0	
10000	68	20	300	4	25	3	5	0	0	2	2	1	0	0	0	0	
10000	70	20	300	4	25	1	1	0	0	1	1	1	0	0	0	0	
10000	71	20	300	4	25	1	1	0	0	1	1	1	0	0	0	0	
10000	73	20	300	4	25	2	2	0	0	2	2	1	0	0	0	0	
10000	74	20	300	4	25	1	1	0	0	1	1	1	0	0	0	0	
10000	78	20	300	4	25	1	1	0	0	1	1	1	0	0	0	0	
10000	80	20	300	4	25	1	1	0	0	1	1	1	0	0	0	0	
10000	81	20	300	4	25	1	1	0	0	1	1	1	0	0	0	0	
10000	82	20	300	4	25	3	5	0	0	2	2	1	0	0	0	0	
10000	84	20	300	4	25	2	2	0	0	2	2	1	0	0	0	0	
10000	85	20	300	4	25	3	5	0	0	2	2	1	0	0	0	0	
10000	86	20	300	4	25	3	3	0	0	3	3	1	0	0	0	0	
10000	87	20	300	4	25	2	3	0	0	1	1	1	0	0	0	0	
10000	89	20	300	4	25	1	1	0	0	1	1	1	0	0	0	0	
10000	91	20	300	4	25	3	5	0	0	2	2	1	0	0	0	0	
10000	92	20	300	4	25	1	1	0	0	1	1	1	0	0	0	0	
10000	93	20	300	4	25	1	1	0	0	1	1	1	0	0	0	0	
10000	94	20	300	4	25	1	1	0	0	1	1	1	0	0	0	0	
10000	95	20	300	4	25	2	2	0	0	2	2	1	0	0	0	0	
10000	96	20	300	4	25	1	1	0	0	1	1	1	0	0	0	0	
10000	98	20	300	4	25	1	1	0	0	1	1	1	0	0	0	0	
