2000	36	40	300	4	25	86	3352	1	0	56	56	1	0.12	0.01	0.03	0
2000	62	40	300	4	25	86	7459	1	0	53	53	1	0.25	0.01	0.07	0
2000	67	40	300	4	25	86	1552	0	0	64	64	1	0.05	0	0	0
2000	74	40	300	4	25	86	5017	0	0	47	47	1	0.12	0.01	0	0
2000	137	40	300	4	25	86	1938	1	1	49.5556	50	0.991111	0.05	0	0.03	0
2000	162	40	300	4	25	86	6193	0	0	53	53	1	0.2	0.01	0	0
2000	253	40	300	4	25	86	3316	0	0	55	55	1	0.11	0	0	0
2000	331	40	300	4	25	86	11465	0	0	51	51	1	0.43	0.01	0	0
2000	332	40	300	4	25	86	11717	0	0	42	42	1	0.28	0.01	0	0
2000	376	40	300	4	25	86	22187	0	0	43	43	1	0.83	0.03	0	0
2000	400	40	300	4	25	86	33327	0	0	46	46	1	0.95	0.03	0	0
2000	433	40	300	4	25	86	4415	0	0	53	53	1	0.18	0	0	0
2000	435	40	300	4	25	86	3151	1	1	56.5	57	0.991228	0.06	0	0.04	0
2000	445	40	300	4	25	86	7435	0	0	52	52	1	0.17	0	0	0
2000	477	40	300	4	25	86	8746	1	0	51	51	1	0.24	0	0.07	0
2000	498	40	300	4	25	86	2823	0	0	52	52	1	0.09	0	0	0
2000	561	40	300	4	25	86	10791	0	0	56	56	1	0.25	0.01	0	0
2000	572	40	300	4	25	86	5769	0	0	55	55	1	0.15	0.01	0	0
2000	601	40	300	4	25	86	9316	1	0	51	51	1	0.24	0	0.09	0
2000	634	40	300	4	25	86	6473	0	0	56	56	1	0.18	0.01	0	0
2000	679	40	300	4	25	86	1108	0	0	66	66	1	0.03	0	0	0
2000	747	40	300	4	25	86	3753	1	0	50	50	1	0.1	0	0.04	0
2000	766	40	300	4	25	86	4686	0	0	54	54	1	0.14	0	0	0
2000	966	40	300	4	25	86	14929	1	0	49	49	1	0.27	0.02	0.12	0
2000	984	40	300	4	25	86	8900	1	1	46.5	47	0.989362	0.33	0.01	0.1	0
2000	997	40	300	4	25	86	23857	0	0	52	52	1	1.05	0.02	0	0
2000	864	50	300	4	25	86	14835	1	0	42	42	1	0.66	0.02	0.14	0
