10000.0000000000	484.1600000000	 50.2809978861	10.0000000000	 0.0000000000	300.0000000000	 0.0000000000	4.0000000000	 0.0000000000	25.0000000000	 0.0000000000	1.3920000000	 0.1065312561	1.4400000000	 0.1516548242	0.1153712880	 0.0305450181	1.0000000000	 0.0000000000	0.0000000000	 0.0000000000	0.0000000000	 0.0000000000	1.3680000000	 0.0958528985	0.8246666640	 0.0428662064	1.3680000000	 0.0958528985	0.8246666640	 0.0428662064	1.0000000000	 0.0000000000	0.0000000000	 0.0000000000	0.0000000000	 0.0000000000	0.0000000000	 0.0000000000	0.0000000000	 0.0000000000	0.0000000000	 0.0000000000	0.0000000000	 0.0000000000	
10000.0000000000	496.8440979955	 26.2750385924	20.0000000000	 0.0000000000	300.0000000000	 0.0000000000	4.0000000000	 0.0000000000	25.0000000000	 0.0000000000	1.7706013363	 0.0948784925	2.5122494432	 0.2837563707	0.2502345679	 0.0291138876	1.0311804009	 0.0160942739	0.0000000000	 0.0000000000	0.0000000000	 0.0000000000	1.4498886414	 0.0568311705	0.7925760869	 0.0237196499	1.4498886414	 0.0568311705	0.7925760869	 0.0237196499	1.0000000000	 0.0000000000	0.0000000000	 0.0000000000	0.0000000000	 0.0000000000	0.0000000000	 0.0000000000	0.0000000000	 0.0000000000	0.0000000000	 0.0000000000	0.0000000000	 0.0000000000	
10000.0000000000	496.8578947368	 20.6403474033	30.0000000000	 0.0000000000	300.0000000000	 0.0000000000	4.0000000000	 0.0000000000	25.0000000000	 0.0000000000	2.5184210526	 0.1060164968	5.6223684211	 0.7036124178	0.4888237053	 0.0307139274	1.1394736842	 0.0251811113	0.0000000000	 0.0000000000	0.0000000000	 0.0000000000	1.6868421053	 0.0545885555	0.7034335645	 0.0192069865	1.6868421053	 0.0545885555	0.7034335645	 0.0192069865	1.0000000000	 0.0000000000	0.0000000000	 0.0000000000	0.0000000000	 0.0000000000	0.0000000000	 0.0000000000	0.0000000000	 0.0000000000	0.0000000000	 0.0000000000	0.0000000000	 0.0000000000	
10000.0000000000	502.1258134490	 18.7591884520	40.0000000000	 0.0000000000	300.0000000000	 0.0000000000	4.0000000000	 0.0000000000	25.0000000000	 0.0000000000	3.6344902386	 0.1283548387	14.4436008677	 2.0125433738	0.8136599176	 0.0335470023	1.3991323210	 0.0335703994	0.0000000000	 0.0000000000	0.0000000000	 0.0000000000	1.9793926247	 0.0614460835	0.6158363970	 0.0172862335	1.9793926247	 0.0614460835	0.6158363970	 0.0172862335	1.0000000000	 0.0000000000	0.0000000000	 0.0000000000	0.0000000000	 0.0000000000	0.0000000000	 0.0000000000	0.0000000000	 0.0000000000	0.0000000000	 0.0000000000	0.0000000000	 0.0000000000	
10000.0000000000	502.1045406547	 18.4783921890	50.0000000000	 0.0000000000	300.0000000000	 0.0000000000	4.0000000000	 0.0000000000	25.0000000000	 0.0000000000	5.2893347413	 0.1666499435	46.4920802534	 7.0290154380	1.2336655480	 0.0382783254	1.7676874340	 0.0398796023	0.0000000000	 0.0000000000	0.0000000000	 0.0000000000	2.3790918691	 0.0756009578	0.5263098448	 0.0162303228	2.3790918691	 0.0756009578	0.5263098448	 0.0162303228	1.0000000000	 0.0000000000	0.0000211193	 0.0000292539	-0.0042238648	 0.0058507756	0.0000000000	 0.0000000000	0.0000000000	 0.0000000000	0.0000000000	 0.0000000000	0.0000000000	 0.0000000000	
10000.0000000000	503.8717391304	 18.6198697648	60.0000000000	 0.0000000000	300.0000000000	 0.0000000000	4.0000000000	 0.0000000000	25.0000000000	 0.0000000000	7.5608695652	 0.2130338144	189.8097826087	 39.7838020196	1.7497931359	 0.0432459597	2.2445652174	 0.0452157319	0.0000000000	 0.0000000000	0.0000000000	 0.0000000000	2.8597826087	 0.0892434751	0.4335394122	 0.0138837061	2.8597826087	 0.0892434751	0.4335394122	 0.0138837061	1.0000000000	 0.0000000000	0.0002826087	 0.0001921537	-0.0303256848	 0.0153727113	0.0000434783	 0.0000425383	-0.0086956522	 0.0085076622	0.0000000000	 0.0000000000	0.0000000000	 0.0000000000	
10000.0000000000	502.4769585253	 18.9645241847	70.0000000000	 0.0000000000	300.0000000000	 0.0000000000	4.0000000000	 0.0000000000	25.0000000000	 0.0000000000	10.4562211982	 0.2639190889	1033.0288018433	 226.8055162015	2.3449932200	 0.0490729182	2.8502304147	 0.0520395622	0.0000000000	 0.0000000000	0.0000000000	 0.0000000000	3.5345622120	 0.1133263278	0.3436945747	 0.0106345592	3.5345622120	 0.1133263278	0.3436945747	 0.0106345592	1.0000000000	 0.0000000000	0.0042511521	 0.0014481078	-0.2129810933	 0.0384815606	0.0006912442	 0.0002574565	-0.0950095276	 0.0278530718	0.0000000000	 0.0000000000	0.0000000000	 0.0000000000	
10000.0000000000	503.3590062112	 19.9837698045	80.0000000000	 0.0000000000	300.0000000000	 0.0000000000	4.0000000000	 0.0000000000	25.0000000000	 0.0000000000	13.5689440994	 0.2984723698	4172.7503105590	 996.5544233884	2.9494302758	 0.0524991764	3.4447204969	 0.0567594359	0.0000000000	 0.0000000000	0.0000000000	 0.0000000000	4.1304347826	 0.1307271861	0.2900307629	 0.0090835431	4.1304347826	 0.1307271861	0.2900307629	 0.0090835431	1.0000000000	 0.0000000000	0.0243105590	 0.0067118365	-0.5668675796	 0.0553088291	0.0040993789	 0.0012352349	-0.3285070199	 0.0493135811	0.0000000000	 0.0000000000	0.0000000000	 0.0000000000	
10000.0000000000	505.7297297297	 21.0083670882	90.0000000000	 0.0000000000	300.0000000000	 0.0000000000	4.0000000000	 0.0000000000	25.0000000000	 0.0000000000	16.9459459459	 0.3317104100	15756.2635135135	 3623.8363710329	3.5475009054	 0.0549872516	4.0297297297	 0.0588688828	0.0000000000	 0.0000000000	0.0000000000	 0.0000000000	4.7270270270	 0.1365622865	0.2446592741	 0.0071818558	4.7270270270	 0.1365622865	0.2446592741	 0.0071818558	1.0000000000	 0.0000000000	0.1179594595	 0.0294178901	-0.8371601661	 0.0557546199	0.0177297297	 0.0045378121	-0.6528778401	 0.0618136208	0.0000000000	 0.0000000000	0.0000000000	 0.0000000000	
10000.0000000000	511.4295774648	 24.0248952315	100.0000000000	 0.0000000000	300.0000000000	 0.0000000000	4.0000000000	 0.0000000000	25.0000000000	 0.0000000000	19.9982394366	 0.3752771683	46386.4911971831	 12713.3736806991	4.0707883627	 0.0600399831	4.5809859155	 0.0648220988	0.0000000000	 0.0000000000	0.0000000000	 0.0000000000	5.2376760563	 0.1656656855	0.2183727486	 0.0068122140	5.2376760563	 0.1656656855	0.2183727486	 0.0068122140	1.0000000000	 0.0000000000	0.4069542254	 0.1304244648	-0.8446588593	 0.0590380044	0.0544542254	 0.0141702154	-0.9856564032	 0.0668781738	0.0000000000	 0.0000000000	0.0000000000	 0.0000000000	
